article,word,picture,wclass,definition-en,definition-ru,definition-am,gender,section,section_new,portion,catalog,language,weight,description,,,need correction
,genauso,,other,just like that,в равной степени,հավասարապես,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,im Gegenteil,,other,on the contrary,напротив,ընդհակառակը,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,immer weiter,,other,always on,все дальше,միշտ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,in der Eile,,other,in a hurry,второпях,շտապելով,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,in der Regel,,other,usually,обычно,սովորաբար,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,kein Mensch,,other,no human,никто,ոչ ոք,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,kürzlich,,other,recently,в последнее время,վերջերս,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,nicht mehr,,other,no more,не более,ոչ ավելի,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,nicht so gut,,other,Not so good,не так хорошо,ոչ այնքան լավ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,unterdessen,,other,In the meantime,между тем,մինչդեռ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,so ein Quatsch,,other,what a crap,какая ерунда,ինչպիսի անհեթեթություն,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,so gut wie nichts,,other,as good as nothing,почти ничего,համարյա ոչինչ,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,so viel,,other,so much,так много,այնքան շատ,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,wieder und wieder,,other,over and over,снова и снова,կրկին ու կրկին,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,zurzeit,,other,for now,в настоящее время,ներկայումս,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
der,Arbeitnehmer,,noun,employee,сотрудник,աշխատակից,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
das,Arbeitsamt,,noun,job center,биржа труда,զբաղվածության կենտրոն,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
der,Arbeitplatz,,noun,workplace,рабочее место,աշխատավայր,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
der,Ausgleich,,noun,compensation,возмещение,փոխհատուցում,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
die,Aushilfe,,noun,help,временная помощь,ժամանակավոր օգնություն,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
der,Beamte,,noun,officer,сотрудник,պետական աշխատակից,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Bedienung,,noun,service,операция,գործողություն,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
die,Beschäftigte,,noun,employees,сотрудники,աշխատակիցներ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
die,Bohne,,noun,bean,фасоль,լոբի,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
der,Bürger,,noun,Citizens,граждане,քաղաքացիներ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
die,Daten,,noun,dates,данные,տվյալներ,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
der,Dienst,,noun,service,обслуживание,ծառայություն,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
die,Eintrittskarte,,noun,Entrance ticket,билет,տոմս,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Enge,,noun,narrow,узость,սահմանափակություն,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
die,Entfernung,,noun,distance,удаление,հեռացում,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
der,Euro,,noun,euro,евро,եվրո,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
der,Feierabend,,noun,end of working day,время закрытия,փակման ժամ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
die,Ferien,,noun,vacation,праздник,տոն,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
der,Frisör,,noun,hair stylist,парикмахер,սափրիչ,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
das,Gehalt,,noun,salary,содержание,պարունակություն,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Grundschule,,noun,primary school,начальная школа,տարրական դպրոց,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
der,Hauptberuf,,noun,main occupation,oсновная работа,հիմնական աշխատանք,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
die,Informatik,,noun,computer science,информатика,համակարգչային գիտության,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
das,Institut,,noun,Institute,институт,հաստատություն,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
das,Internet,,noun,Internet,интернет,Ինտերնետ,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
die,Kaffeemaschine,,noun,coffee machine,кофеварка,սրճեփ,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
die,Kauffrau,,noun,clerk,клерк,կլերկ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Kenntnisse,,noun,expertise,знание,գիտելիք,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
das,Kraftfahrzeug,,noun,motor vehicle,автомобиль,ավտոմեքենա,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
die,Kleinanzeige,,noun,Small advertisement,объявление,դասակարգվում,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
die,Kommunikation,,noun,communication,коммуникация,հաղորդակցություն,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
die,Kopie,,noun,copy,копия,պատճե,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
die,Krankenschwester,,noun,nurse,медсестра,բուժքույր,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
die,Leitung,,noun,management,линия,գիծ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
der,Motor,,noun,engine,двигатель,շարժիչ,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
die,Physik,,noun,physics,физика,ֆիզիկա,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
die,Polizei,,noun,police,полиция,ոստիկանություն,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
die,Rechnung,,noun,bill,законопроект,օրինագիծ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
die,Reparatur,,noun,repair,ремонт,նորոգում,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
die,Richtung,,noun,direction,направление,ուղղություն,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
die,Runde,,noun,round,круглый,կլոր,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Schere,,noun,scissors,ножницы,մկրատ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
der,Schmerz,,noun,pain,боль,ցավ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
die,Sekunde,,noun,second,второй,երկրորդ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
der,Star,,noun,star,звезда,աստղ,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
das,Stellengesuch,,noun,job search,поиск работы,աշխատանքի որոնում,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
die,Stellung,,noun,position,положение,պաշտոն,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
die,Tankestelle,,noun,gas station,бензоколонка,բենզալցակայան,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
die,Tailzeit,,noun,part-time,неполный рабочий день,կես դրույք,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
die,Verantwortung,,noun,responsibility,ответственность,պատասխանատվություն,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
der,Vertreter,,noun,representative,представитель,ներկայացուցիչ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
die,Vollzeit,,noun,Full time,полное время,լրիվ դրույք,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
die,Voraussetzung,,noun,requirement,требование,պահանջ,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
das,Zeugnis,,noun,testimony,свидетель,վկա,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,angemeldet,,verb,registered,зарегистрированный,գրանցված,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,ausfüllen,,verb,complete,заполнить,լրացնել,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,bringen,,verb,To bring,приносить,բերել,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,erfahren,,verb,find out,учиться,սովորել,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,gestohlen,,verb,stolen,похищенный,գողացել,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,lachen,,verb,laugh,смех,ծիծաղել,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,lagen,,verb,Were found,прокладывать,դնել,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,leiten,,verb,conduct,вести,կապար,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,prüfen,,verb,check,рассматривать,քննարկել,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,schwimmen gehen,,verb,to go swimming,идти плавать,գնալ լողալու,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,sich bewerben,,verb,apply,Подать заявление на работу,դիմել,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,sich zurückerinnern,,verb,to remember,помните назад,հիշում,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,stecken,,verb,stick,палка,փայտ,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,verlangen,,verb,desire,спрос,պահանջել,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,wachsen,,verb,to grow,расти,աճել,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,ambulant,,adjective,outpatient,амбулаторный,ամբուլատոր,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,ausländisch,,adjective,foreign,иностранные,օտարերկրյա,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,fest,,adjective,fixed,твердо,ամուր,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,festes Gehalt,,adjective,fixed salary,фиксированная зарплата,ֆիքսված աշխատավարձ,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,fleißig,,adjective,hard-working,трудолюбивый,աշխատասեր,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,gefragt sein,,adjective,To be in demand,будет предложено,է խնդրել,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,netto,,adjective,net,сеть,ցանց,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,selbverständlich,,adjective,obvious,естественно,ակնհայտ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,stundenweise,,adjective,Hourly,по часам,ժամ առ ժամ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,technisch,,adjective,technically,технически,տեխնիկապես,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,als,,other,as,чем,քան,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,Darf ich fragen?,,other,May I ask?,Могу я спросить?,Ես կարող ե՞մ հարցնել:,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,ebenso,,other,as well,а также,ինչպես նաեւ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,ein paar Stunden,,other,a few hours,через несколько часов,մի քանի ժամ,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,ein Zeit lang,,other,for a while,время,մի ժամանակ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,etwas ganz anderes,,other,something completely different,совсем другое,բոլորովին այլ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,eventuell,,other,perhaps,возможно,հնարավոր է,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,fast jeden Tag,,other,almost every day,почти каждый день,գրեթե ամեն օր,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,frühmorgens,,other,early morning,рано утром,վաղ առավոտյան,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,gut zwei Stunden,,other,Well two hours,два часа,երկու ժամ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,immer mehr,,other,always more,все больше и больше,ավելի ու ավելի,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,immer öfter,,other,more frequently,все чаще и чаще,ավելի ու ավելի հաճախ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,innerhalb,,other,within,в,ընթացքում,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,knapp,,other,almost,почти,գրեթե,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,mehrere Jahre,,other,several years,несколько лет,մի քանի տարի,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,meist,,other,Mostly,главным образом,մեծ մասամբ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,nebenbei,,other,by the way,между прочим,ի դեպ,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,persönliche Daten,,other,personal data,личные данные,անձնական տվյալներ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,pro Tag,,other,per day,в день,մեկ օրում,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,pro Woche,,other,per week,в неделю,մեկ շաբաթ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,schwarzarbeiten,,other,illegal work,нелегальная работа,անօրինական աշխատանք,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,sodass,,other,so that,так,այնքան,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,Schritt für Schritt,,other,step by step,шаг за шагом,քայլ առ քայլ,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,seit,,other,since,с тех пор,այն ժամանակից ի վեր,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,so oft,,other,so often,так часто,այնքան հաճախ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,sobald,,other,as soon as,когда,երբ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,um Erlaubnis fragen,,other,ask for permission,попросить разрешения,թույլտվություն խնդրել,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,viel zu wenig,,other,much too little,слишком мало,շատ քիչ,,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
,viermal im Jahr,,other,four times a year,четыре раза в год,չորս անգամ տարվա մեջ,,B1.1-4,B1.1-4,7,Tangram 3,German,,,,,
,von überall,,other,from everywhere,из любой точки мира,ցանկացած վայրից,,B1.1-4,B1.1-4,1,Tangram 3,German,,,,,
,vor zwei Jahren,,other,two years ago,два года назад,երկու տարի առաջ,,B1.1-4,B1.1-4,2,Tangram 3,German,,,,,
,vorn,,other,front,спереди,առջեւ,,B1.1-4,B1.1-4,3,Tangram 3,German,,,,,
,zeitlich begrenzt,,other,limited,ограниченный,սահմանափակ,,B1.1-4,B1.1-4,4,Tangram 3,German,,,,,
,zu Beginn,,other,at the start,вначале,է սկզբից,,B1.1-4,B1.1-4,5,Tangram 3,German,,,,,
,zur selben Zeit,,other,at the same time,в то же время,"միեւնույն ժամանակ,",,B1.1-4,B1.1-4,6,Tangram 3,German,,,,,
der,Bescheid,,noun,decision,общения,կապի,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
die,Brille,,noun,glasses,очки,ապակիները,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
die,Chefin,,noun,boss,босс,շեֆը,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
die,Gabel,,noun,fork,вилка,պատառաքաղ,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
der,Hinweis,,noun,hint,указание,ակնարկ,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
das,Jogging,,noun,run,бег,վազք,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
die,Klage,,noun,lawsuit,жалоба,հայց,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
der,König,,noun,king,король,թագավոր,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
die,Lust,,noun,joy,желание,ցանկություն,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
das,Missverständnis,,noun,misunderstanding,недоразумение,թյուրըմբռնման,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
die,Mühe,,noun,trouble,беспокоить,bother,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
der,Mut,,noun,courage,мужество,քաջություն,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
die,Rettung,,noun,rescue,спасение,փրկարարական,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
der,Schnitt,,noun,average,разрез,կտրել,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
der,Spiegel,,noun,mirror,зеркало,հայելին,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
die,Sprachenschule,,noun,languages school,Языковая школа,Language School,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
der,Stand,,noun,stand,пляж,պետությունը,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,Yes
der,Typ,,noun,type,тип,այն տեսակը,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
das,Vergnügen,,noun,pleasure,удовольствие,հաճույքը,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
die,Wissenschaft,,noun,sience,наука,գիտություն,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
die,Zahnschmerzen,,noun,toothache,зубная боль,ատամի ցավ,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,ablehnen,,verb,decline,отклонять,մերժել,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,anmachen,,verb,turn on,платье,հագցնել,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,ansehen,,verb,view,вид,տեսարան,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,betrügen,,verb,cheat,обманывать,խաբեբա,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,der Eindruck vermitteln,,verb,to give impression,впечатлять,տպավորել,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,die Nase voll haben,,verb,to be fed up,надоедать,հոգնեցնել,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,egal sein,,verb,be indifferent,быть безразличным,անտարբեր լինել,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,einschalten,,verb,turn on,включать,միացնել,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,entscheiden,,verb,decide,решить,որոշել,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,fallen,,verb,fall,падение,անկում,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,genug haben,,verb,have enough,имеют достаточно,պետք է բավարար,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,haben,,verb,have,имеют,ունենալ,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,kämpfen,,verb,fight,бой,կռիվ,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,leben können,,verb,can live,может жить,կարող է ապրել,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,leid tun,,verb,sorry,сожалеть,Կներեք,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,liegen an,,verb,lie at,находятся в,են,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,schalten,,verb,switch,переключатель,անջատիչ,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,selber schuld sein,,verb,be your own fault,его собственная вина,իր սեփական մեղքով,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,sich ärgern über,,verb,resent,злиться на,զայրանալ,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,sich anstrengen,,verb,make an effort,напрягаться,ջանքեր գործադրել,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,sich bemühen,,verb,endeavor,стараться,ճգնել,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,sich beschweren,,verb,complain,Пожаловаться,դժգոհել,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,sich bewerben um,,verb,apply for,подать заявку,կիրառվում է,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,sich drücken vor,,verb,shirk,увиливать,խուսափել,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,sich gefallen lassen,,verb,put up with,мириться,համակերպվել,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,sich unterhalten,,verb,talk ,общаться,զրուցել,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,sich weigern zu,,verb,refuse to,отказываются,հրաժարվում են,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,sich Zeit nehmen für,,verb,take time for,занять некоторое время,է ժամանակ,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,sich zu Wort melden,,verb,speak out,высказаться,արտահայտվել,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,Spaß haben an,,verb,have fun,получать удовольствие,have fun,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,treten,,verb,enter,входить,մտնել,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,um den Hals fallen,,verb,fall around the neck,падают вокруг его шеи,ընկնում շուրջ նրա վզից,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,um Hilfe bitten,,verb,ask for help,просить о помощи,խնդրել օգնություն,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,warnen,,verb,warn,предупреждать,նախազգուշացնել,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,zufrieden sein mit,,verb,be satisfied with,довольствоваться,գոհ լինել,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,abwesend,,adjective,absent,отсутствующий,բացակա,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,ärgerlich,,adjective,annoying,раздражающий,annoying,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,angezogen sein,,adjective,be attracted,затягиваться,է խստացրեց,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,aufgeregt sein,,adjective,be excited,возбуждаться,ոգեւորվել,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,aufmerksam,,adjective,attentive,внимательно,ուշադրությամբ,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,berufstätig,,adjective,employed,трудоустроенный,աշխատող,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,gepflegt,,adjective,neat,аккуратный,կոկիկ,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,fix und fertig,,adjective,all ready,все готово,պատրաստ,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,kompetent,,adjective,competent,компетентный,իրազեկ,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,leise,,adjective,softly,тихо,հանգիստ կերպով,,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,passiv,,adjective,passive,пассивная,պասիվ,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,stumm,,adjective,mute,немой,համր,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,Alles in Ordnung!,,other,All right!,Все в порядке!,"Ամեն ինչ, որպեսզի!",,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,das ganze Wochenende,,other,the whole weekend,все выходные,ամբողջ շաբաթ,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,das kommt davon,,other,that's what happens,вот что происходит,"որ այն, ինչ տեղի է ունենում",,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,egal welche Art,,other,no metter what kind,"не независимо от того, какого рода","անկախ նրանից, թե ինչ տեսակ",,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,ein für alle Mal,,other,once and for all,раз и навсегда,"մեկ անգամ, եւ բոլորի համար",,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,es reicht,,other,it is sufficient,достаточно,դա բավական,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,etwas Wichtiges,,other,something important,что-то важное,ինչ-որ բան շատ կարեւոր,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,genau wie,,other,exactly as,"так же, как","ճիշտ այնպես, ինչպես",,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,gut gelaufen,,other,went well,прошло хорошо,գնաց նաեւ,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
,in dem Fall,,other,in which case,в случае,"այն դեպքում,",,B1.2-5,B1.2-1,6,Tangram 3,German,,,,,
,mit spitzen Fingern,,other,with pointed fingers,с заостренными пальцами,սուր մատները,,B1.2-5,B1.2-1,1,Tangram 3,German,,,,,
,öfter mal,,other,often times,часто,հաճախ անգամ,,B1.2-5,B1.2-1,2,Tangram 3,German,,,,,
,von allein,,other,by itself,от одиночку,մենակ,,B1.2-5,B1.2-1,3,Tangram 3,German,,,,,
,von der Seite,,other,from the side,со стороны,կողքից,,B1.2-5,B1.2-1,4,Tangram 3,German,,,,,
,zum zweiten Mal,,other,for the second time,во второй раз,երկրորդ անգամ,,B1.2-5,B1.2-1,5,Tangram 3,German,,,,,
